cohort,pathway,n_genes_defined,n_genes_present,coverage,scored,qc_type,feature,components_requested,components_present,n_components_present
GSE96058,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES,17.0,17.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,30.0,28.0,0.9333333333333333,True,gene_coverage,,,,
GSE96058,REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION,11.0,11.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_FREE_FATTY_ACID_RECEPTORS,5.0,5.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_FRUCTOSE_METABOLISM,7.0,6.0,0.8571428571428571,True,gene_coverage,,,,
GSE96058,REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER,25.0,25.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,18.0,18.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,84.0,84.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_GLUCOSE_METABOLISM,85.0,82.0,0.9647058823529412,True,gene_coverage,,,,
GSE96058,REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM,14.0,12.0,0.8571428571428571,True,gene_coverage,,,,
GSE96058,REACTOME_GLYCOGEN_METABOLISM,25.0,25.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,126.0,125.0,0.9920634920634921,True,gene_coverage,,,,
GSE96058,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,58.0,56.0,0.9655172413793104,True,gene_coverage,,,,
GSE96058,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,19.0,19.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING,16.0,16.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,15.0,15.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING,5.0,5.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,25.0,25.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,70.0,66.0,0.9428571428571428,True,gene_coverage,,,,
GSE96058,REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,57.0,57.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE,43.0,41.0,0.9534883720930233,True,gene_coverage,,,,
GSE96058,REACTOME_HYALURONAN_METABOLISM,17.0,17.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_IFNG_SIGNALING_ACTIVATES_MAPKS,8.0,8.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS,17.0,17.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,21.0,21.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS,9.0,9.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL,15.0,15.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_INNATE_IMMUNE_SYSTEM,1128.0,1038.0,0.9202127659574468,True,gene_coverage,,,,
GSE96058,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,48.0,48.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,108.0,108.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS,37.0,35.0,0.9459459459459459,True,gene_coverage,,,,
GSE96058,REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,37.0,35.0,0.9459459459459459,True,gene_coverage,,,,
GSE96058,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,78.0,78.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_INTERFERON_GAMMA_SIGNALING,98.0,97.0,0.9897959183673469,True,gene_coverage,,,,
GSE96058,REACTOME_INTERFERON_SIGNALING,273.0,263.0,0.9633699633699634,True,gene_coverage,,,,
GSE96058,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,55.0,53.0,0.9636363636363636,True,gene_coverage,,,,
GSE96058,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,36.0,35.0,0.9722222222222222,True,gene_coverage,,,,
GSE96058,REACTOME_KETONE_BODY_METABOLISM,10.0,10.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_LINOLEIC_ACID_LA_METABOLISM,8.0,8.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS,20.0,20.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_MAP2K_AND_MAPK_ACTIVATION,40.0,40.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION,16.0,16.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_MAPK1_ERK2_ACTIVATION,9.0,9.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_MAPK3_ERK1_ACTIVATION,10.0,10.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_MAPK6_MAPK4_SIGNALING,93.0,91.0,0.978494623655914,True,gene_coverage,,,,
GSE96058,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,327.0,324.0,0.9908256880733946,True,gene_coverage,,,,
GSE96058,REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,31.0,31.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION,10.0,10.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES,18.0,18.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,366.0,348.0,0.9508196721311475,True,gene_coverage,,,,
GSE96058,REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS,17.0,17.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_METABOLISM_OF_CARBOHYDRATES,288.0,283.0,0.9826388888888888,True,gene_coverage,,,,
GSE96058,REACTOME_METABOLISM_OF_COFACTORS,25.0,23.0,0.92,True,gene_coverage,,,,
GSE96058,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,48.0,47.0,0.9791666666666666,True,gene_coverage,,,,
GSE96058,REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES,17.0,16.0,0.9411764705882353,True,gene_coverage,,,,
GSE96058,REACTOME_METABOLISM_OF_INGESTED_SEMET_SEC_MESEC_INTO_H2SE,8.0,8.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_METABOLISM_OF_LIPIDS,757.0,726.0,0.9590488771466315,True,gene_coverage,,,,
GSE96058,REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION,14.0,14.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_METABOLISM_OF_NUCLEOTIDES,97.0,94.0,0.9690721649484536,True,gene_coverage,,,,
GSE96058,REACTOME_METABOLISM_OF_POLYAMINES,59.0,57.0,0.9661016949152542,True,gene_coverage,,,,
GSE96058,REACTOME_METABOLISM_OF_PORPHYRINS,27.0,27.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_METABOLISM_OF_RNA,724.0,696.0,0.9613259668508287,True,gene_coverage,,,,
GSE96058,REACTOME_METABOLISM_OF_STEROIDS,154.0,151.0,0.9805194805194806,True,gene_coverage,,,,
GSE96058,REACTOME_METABOLISM_OF_STEROID_HORMONES,36.0,34.0,0.9444444444444444,True,gene_coverage,,,,
GSE96058,REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,198.0,189.0,0.9545454545454546,True,gene_coverage,,,,
GSE96058,REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,127.0,121.0,0.952755905511811,True,gene_coverage,,,,
GSE96058,REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING,6.0,6.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_MISMATCH_REPAIR,15.0,15.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,37.0,35.0,0.9459459459459459,True,gene_coverage,,,,
GSE96058,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS,11.0,10.0,0.9090909090909091,True,gene_coverage,,,,
GSE96058,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS,6.0,6.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,149.0,148.0,0.9932885906040269,True,gene_coverage,,,,
GSE96058,REACTOME_MITOTIC_G2_G2_M_PHASES,200.0,197.0,0.985,True,gene_coverage,,,,
GSE96058,REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,236.0,229.0,0.9703389830508474,True,gene_coverage,,,,
GSE96058,REACTOME_MITOTIC_PROMETAPHASE,204.0,197.0,0.9656862745098039,True,gene_coverage,,,,
GSE96058,REACTOME_MITOTIC_PROPHASE,142.0,79.0,0.5563380281690141,True,gene_coverage,,,,
GSE96058,REACTOME_MITOTIC_SPINDLE_CHECKPOINT,111.0,107.0,0.963963963963964,True,gene_coverage,,,,
GSE96058,REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS,13.0,13.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,7.0,7.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY,6.0,6.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY,43.0,43.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,118.0,118.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_NICOTINATE_METABOLISM,31.0,28.0,0.9032258064516129,True,gene_coverage,,,,
GSE96058,REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,68.0,30.0,0.4411764705882353,True,gene_coverage,,,,
GSE96058,REACTOME_NUCLEAR_SIGNALING_BY_ERBB4,32.0,32.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_NUCLEOTIDE_EXCISION_REPAIR,108.0,108.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_ONCOGENIC_MAPK_SIGNALING,82.0,80.0,0.975609756097561,True,gene_coverage,,,,
GSE96058,REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,125.0,64.0,0.512,True,gene_coverage,,,,
GSE96058,REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,15.0,15.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_P38MAPK_EVENTS,13.0,13.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_P75NTR_NEGATIVELY_REGULATES_CELL_CYCLE_VIA_SC1,6.0,6.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_PEPTIDE_HORMONE_METABOLISM,88.0,85.0,0.9659090909090909,True,gene_coverage,,,,
GSE96058,REACTOME_PEROXISOMAL_LIPID_METABOLISM,29.0,29.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM,11.0,10.0,0.9090909090909091,True,gene_coverage,,,,
GSE96058,REACTOME_PHENYLALANINE_METABOLISM,6.0,5.0,0.8333333333333334,True,gene_coverage,,,,
GSE96058,REACTOME_PHOSPHOLIPID_METABOLISM,211.0,199.0,0.943127962085308,True,gene_coverage,,,,
GSE96058,REACTOME_PI3K_AKT_ACTIVATION,9.0,9.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,110.0,109.0,0.990909090909091,True,gene_coverage,,,,
GSE96058,REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING,16.0,16.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING,10.0,10.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_PI5P_REGULATES_TP53_ACETYLATION,9.0,8.0,0.8888888888888888,True,gene_coverage,,,,
GSE96058,REACTOME_PI_METABOLISM,84.0,83.0,0.9880952380952381,True,gene_coverage,,,,
GSE96058,REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,16.0,15.0,0.9375,True,gene_coverage,,,,
GSE96058,REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION,27.0,26.0,0.9629629629629629,True,gene_coverage,,,,
GSE96058,REACTOME_PTK6_REGULATES_CELL_CYCLE,6.0,6.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_PYRUVATE_METABOLISM,49.0,49.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,23.0,23.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,81.0,80.0,0.9876543209876543,True,gene_coverage,,,,
GSE96058,REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,95.0,93.0,0.9789473684210527,True,gene_coverage,,,,
GSE96058,REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,11.0,11.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM,12.0,12.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA,15.0,14.0,0.9333333333333333,True,gene_coverage,,,,
GSE96058,REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,118.0,117.0,0.9915254237288136,True,gene_coverage,,,,
GSE96058,REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_APOPTOSIS,19.0,19.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_CELL_CYCLE_AND_PROLIFERATION,17.0,17.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_REGULATION_OF_PYRUVATE_METABOLISM,33.0,33.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_REGULATION_OF_TP53_ACTIVITY,160.0,157.0,0.98125,True,gene_coverage,,,,
GSE96058,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION,30.0,29.0,0.9666666666666667,True,gene_coverage,,,,
GSE96058,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS,14.0,14.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION,19.0,18.0,0.9473684210526315,True,gene_coverage,,,,
GSE96058,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION,92.0,91.0,0.9891304347826086,True,gene_coverage,,,,
GSE96058,REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION,37.0,37.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_RUNX1_REGULATES_ESTROGEN_RECEPTOR_MEDIATED_TRANSCRIPTION,6.0,6.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION,6.0,6.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_SARS_COV_1_ACTIVATES_MODULATES_INNATE_IMMUNE_RESPONSES,41.0,37.0,0.9024390243902439,True,gene_coverage,,,,
GSE96058,REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES,126.0,120.0,0.9523809523809523,True,gene_coverage,,,,
GSE96058,REACTOME_SELENOAMINO_ACID_METABOLISM,118.0,108.0,0.9152542372881356,True,gene_coverage,,,,
GSE96058,REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING,22.0,22.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING,14.0,14.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_SIALIC_ACID_METABOLISM,33.0,33.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_SIGNALING_BY_ERBB2,50.0,49.0,0.98,True,gene_coverage,,,,
GSE96058,REACTOME_SIGNALING_BY_ERBB2_ECD_MUTANTS,16.0,15.0,0.9375,True,gene_coverage,,,,
GSE96058,REACTOME_SIGNALING_BY_ERBB2_IN_CANCER,26.0,25.0,0.9615384615384616,True,gene_coverage,,,,
GSE96058,REACTOME_SIGNALING_BY_ERBB4,58.0,58.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_SIGNALING_BY_MAPK_MUTANTS,7.0,7.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,166.0,111.0,0.6686746987951807,True,gene_coverage,,,,
GSE96058,REACTOME_SPHINGOLIPID_METABOLISM,107.0,101.0,0.9439252336448598,True,gene_coverage,,,,
GSE96058,REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES,16.0,13.0,0.8125,True,gene_coverage,,,,
GSE96058,REACTOME_SULFUR_AMINO_ACID_METABOLISM,28.0,27.0,0.9642857142857143,True,gene_coverage,,,,
GSE96058,REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS,12.0,12.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_SUPPRESSION_OF_APOPTOSIS,7.0,7.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_SURFACTANT_METABOLISM,30.0,28.0,0.9333333333333333,True,gene_coverage,,,,
GSE96058,REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS,24.0,20.0,0.8333333333333334,True,gene_coverage,,,,
GSE96058,REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_FACTORS,5.0,5.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_THE_FATTY_ACID_CYCLING_MODEL,5.0,5.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_TP53_REGULATES_METABOLIC_GENES,84.0,80.0,0.9523809523809523,True,gene_coverage,,,,
GSE96058,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN,21.0,20.0,0.9523809523809523,True,gene_coverage,,,,
GSE96058,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES,12.0,11.0,0.9166666666666666,True,gene_coverage,,,,
GSE96058,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,49.0,48.0,0.9795918367346939,True,gene_coverage,,,,
GSE96058,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES,44.0,42.0,0.9545454545454546,True,gene_coverage,,,,
GSE96058,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS,12.0,12.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES,62.0,58.0,0.9354838709677419,True,gene_coverage,,,,
GSE96058,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE,20.0,19.0,0.95,True,gene_coverage,,,,
GSE96058,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST,14.0,14.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST,18.0,18.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN,14.0,14.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,360.0,346.0,0.9611111111111111,True,gene_coverage,,,,
GSE96058,REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,76.0,76.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_TRANSPORT_OF_FATTY_ACIDS,8.0,8.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_TRIGLYCERIDE_METABOLISM,38.0,37.0,0.9736842105263158,True,gene_coverage,,,,
GSE96058,REACTOME_VITAMIN_B1_THIAMIN_METABOLISM,5.0,5.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM,7.0,7.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM,20.0,20.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_VITAMIN_C_ASCORBATE_METABOLISM,8.0,8.0,1.0,True,gene_coverage,,,,
GSE96058,REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM,12.0,12.0,1.0,True,gene_coverage,,,,
GSE96058,,,,,,aggregation,Pathway_Immune,HALLMARK_INTERFERON_GAMMA_RESPONSE;HALLMARK_INTERFERON_ALPHA_RESPONSE;HALLMARK_INFLAMMATORY_RESPONSE;HALLMARK_ALLOGRAFT_REJECTION;HALLMARK_COMPLEMENT,HALLMARK_INTERFERON_GAMMA_RESPONSE;HALLMARK_INTERFERON_ALPHA_RESPONSE;HALLMARK_INFLAMMATORY_RESPONSE;HALLMARK_ALLOGRAFT_REJECTION;HALLMARK_COMPLEMENT,5.0
GSE96058,,,,,,aggregation,Pathway_Proliferation,HALLMARK_E2F_TARGETS;HALLMARK_G2M_CHECKPOINT;HALLMARK_MYC_TARGETS_V1;HALLMARK_MYC_TARGETS_V2;HALLMARK_MITOTIC_SPINDLE,HALLMARK_E2F_TARGETS;HALLMARK_G2M_CHECKPOINT;HALLMARK_MYC_TARGETS_V1;HALLMARK_MYC_TARGETS_V2;HALLMARK_MITOTIC_SPINDLE,5.0
GSE96058,,,,,,aggregation,Pathway_DNA_Repair,HALLMARK_DNA_REPAIR;REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR;REACTOME_NUCLEOTIDE_EXCISION_REPAIR;REACTOME_MISMATCH_REPAIR;KEGG_MEDICUS_REFERENCE_HOMOLOGOUS_RECOMBINATION;KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR,HALLMARK_DNA_REPAIR;REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR;REACTOME_NUCLEOTIDE_EXCISION_REPAIR;REACTOME_MISMATCH_REPAIR;KEGG_MEDICUS_REFERENCE_HOMOLOGOUS_RECOMBINATION;KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR,6.0
GSE96058,,,,,,aggregation,Pathway_Metabolism,HALLMARK_OXIDATIVE_PHOSPHORYLATION;HALLMARK_GLYCOLYSIS;HALLMARK_FATTY_ACID_METABOLISM;KEGG_MEDICUS_REFERENCE_GLYCOLYSIS,HALLMARK_OXIDATIVE_PHOSPHORYLATION;HALLMARK_GLYCOLYSIS;HALLMARK_FATTY_ACID_METABOLISM;KEGG_MEDICUS_REFERENCE_GLYCOLYSIS,4.0
GSE96058,,,,,,aggregation,Pathway_Stromal_EMT,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_ANGIOGENESIS;HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_ANGIOGENESIS;HALLMARK_HEDGEHOG_SIGNALING,3.0
GSE96058,,,,,,aggregation,Pathway_Apoptosis_Stress,HALLMARK_APOPTOSIS;HALLMARK_P53_PATHWAY;HALLMARK_HYPOXIA,HALLMARK_APOPTOSIS;HALLMARK_P53_PATHWAY;HALLMARK_HYPOXIA,3.0
GSE96058,,,,,,aggregation,Pathway_Hormone,HALLMARK_ESTROGEN_RESPONSE_EARLY;HALLMARK_ESTROGEN_RESPONSE_LATE;HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ESTROGEN_RESPONSE_EARLY;HALLMARK_ESTROGEN_RESPONSE_LATE;HALLMARK_ANDROGEN_RESPONSE,3.0
METABRIC,HALLMARK_ADIPOGENESIS,200.0,198.0,0.99,True,gene_coverage,,,,
METABRIC,HALLMARK_ALLOGRAFT_REJECTION,200.0,199.0,0.995,True,gene_coverage,,,,
METABRIC,HALLMARK_ANDROGEN_RESPONSE,101.0,101.0,1.0,True,gene_coverage,,,,
METABRIC,HALLMARK_ANGIOGENESIS,36.0,36.0,1.0,True,gene_coverage,,,,
METABRIC,HALLMARK_APICAL_JUNCTION,200.0,197.0,0.985,True,gene_coverage,,,,
METABRIC,HALLMARK_APICAL_SURFACE,44.0,44.0,1.0,True,gene_coverage,,,,
METABRIC,HALLMARK_APOPTOSIS,161.0,160.0,0.9937888198757764,True,gene_coverage,,,,
METABRIC,HALLMARK_BILE_ACID_METABOLISM,112.0,112.0,1.0,True,gene_coverage,,,,
METABRIC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,74.0,74.0,1.0,True,gene_coverage,,,,
METABRIC,HALLMARK_COAGULATION,138.0,137.0,0.9927536231884058,True,gene_coverage,,,,
METABRIC,HALLMARK_COMPLEMENT,200.0,195.0,0.975,True,gene_coverage,,,,
METABRIC,HALLMARK_DNA_REPAIR,150.0,148.0,0.9866666666666667,True,gene_coverage,,,,
METABRIC,HALLMARK_E2F_TARGETS,200.0,199.0,0.995,True,gene_coverage,,,,
METABRIC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,200.0,200.0,1.0,True,gene_coverage,,,,
