cohort,pathway,n_genes_defined,n_genes_present,coverage,scored,qc_type,feature,components_requested,components_present,n_components_present
GSE20685,HALLMARK_XENOBIOTIC_METABOLISM,200.0,193.0,0.965,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_ENV_FACTOR_E2_TO_NUCLEAR_INITIATED_ESTROGEN_SIGNALING_PATHWAY,7.0,7.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_ENV_FACTOR_NICOTINE_NNK_TO_PI3K_SIGNALING_PATHWAY,11.0,11.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_PI3K_SIGNALING_PATHWAY_N01339,11.0,10.0,0.9090909090909091,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_PI3K_SIGNALING_PATHWAY_N01350,12.0,12.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_EBV_EBNA1_TO_P53_MEDIATED_TRANSCRIPTION,10.0,10.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_CELL_CYCLE_G1_S_N00483,9.0,9.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_CELL_CYCLE_G1_S_N00484,5.0,5.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_P27_CELL_CYCLE_G1_S_N00264,11.0,11.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_P27_CELL_CYCLE_G1_S_N00482,9.0,9.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_P53_MEDIATED_TRANSCRIPTION,10.0,10.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_EBV_LMP1_TO_PI3K_SIGNALING_PATHWAY,5.0,5.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_EBV_LMP2A_TO_PI3K_SIGNALING_PATHWAY,5.0,5.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_TIR_TO_TLR2_4_MAPK_SIGNALING_PATHWAY,5.0,5.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY,31.0,31.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNAI_PI3K_BAD_SIGNALING_PATHWAY,12.0,12.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_HIV_VPR_TO_CDC25_CELL_CYCLE_G2M,11.0,11.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_HIV_VPR_TO_WEE1_CELL_CYCLE_G2M,5.0,5.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_HPV_E7_TO_CELL_CYCLE_G1_S,6.0,6.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_HPV_E7_TO_P27_CELL_CYCLE_G1_S,7.0,7.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_P21_CELL_CYCLE_G1_S_N00497,9.0,9.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_P21_CELL_CYCLE_G1_S_N00498,8.0,8.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_KSHV_VCYCLIN_TO_CELL_CYCLE_G1_S,6.0,6.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY,24.0,24.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY,29.0,29.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_SHIGELLA_OSPF_TO_TLR2_4_MAPK_SIGNALING_PATHWAY,6.0,6.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_PATHOGEN_YERSINIA_YOPP_J_TO_TLR2_4_MAPK_SIGNALING_PATHWAY,6.0,5.0,0.8333333333333334,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,39.0,37.0,0.9487179487179487,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_ACH_CHRN_PI3K_SIGNALING_PATHWAY,7.0,6.0,0.8571428571428571,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_ACH_CHRN_RAS_ERK_SIGNALING_PATHWAY,21.0,20.0,0.9523809523809523,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_ACTH_CORTISOL_SIGNALING_PATHWAY,32.0,32.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119,22.0,20.0,0.9090909090909091,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES,27.0,25.0,0.9259259259259259,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_ACTIVIN_SIGNALING_PATHWAY,8.0,8.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_ADRB3_UCP1_SIGNALING_PATHWAY,35.0,34.0,0.9714285714285714,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_AGE_RAGE_SIGNALING_PATHWAY,16.0,16.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_AHR_SIGNALING_PATHWAY,8.0,8.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_ALTERNATIVE_PATHWAY_OF_COMPLEMENT_CASCADE_C3B_BREAKDOWN,5.0,5.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_AMH_SIGNALING_PATHWAY,9.0,8.0,0.8888888888888888,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_ANGII_AT1R_NOX2_SIGNALING_PATHWAY,8.0,8.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY,28.0,26.0,0.9285714285714286,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_ANTEROGRADE_AXONAL_TRANSPORT,24.0,20.0,0.8333333333333334,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_II_MOLECULES,15.0,12.0,0.8,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_I_MOLECULES,12.0,12.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_ANXA2_S100A10_REGULATED_ACTIN_CYTOSKELETON,5.0,4.0,0.8,False,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_AREG_EGFR_PI3K_SIGNALING_PATHWAY,11.0,11.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_AREG_EGFR_RAS_ERK_SIGNALING_PATHWAY,15.0,15.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_ARL8_REGULATED_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT,35.0,31.0,0.8857142857142857,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY,25.0,24.0,0.96,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_ASSEMBLY_AND_TRAFFICKING_OF_TELOMERASE,19.0,15.0,0.7894736842105263,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_ATR_P21_CELL_CYCLE_G2_M,9.0,9.0,1.0,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_GLYCOLYSIS,25.0,23.0,0.92,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_HOMOLOGOUS_RECOMBINATION,33.0,32.0,0.9696969696969697,True,gene_coverage,,,,
GSE20685,KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR,26.0,25.0,0.9615384615384616,True,gene_coverage,,,,
GSE20685,REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS,20.0,19.0,0.95,True,gene_coverage,,,,
GSE20685,REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,17.0,17.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K,7.0,6.0,0.8571428571428571,True,gene_coverage,,,,
GSE20685,REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K,6.0,6.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3,66.0,7.0,0.10606060606060606,True,gene_coverage,,,,
GSE20685,REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,23.0,21.0,0.9130434782608695,True,gene_coverage,,,,
GSE20685,REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS,5.0,5.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,828.0,733.0,0.8852657004830918,True,gene_coverage,,,,
GSE20685,REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,43.0,43.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM,13.0,11.0,0.8461538461538461,True,gene_coverage,,,,
GSE20685,REACTOME_ANDROGEN_BIOSYNTHESIS,11.0,10.0,0.9090909090909091,True,gene_coverage,,,,
GSE20685,REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,86.0,35.0,0.4069767441860465,True,gene_coverage,,,,
GSE20685,REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,88.0,83.0,0.9431818181818182,True,gene_coverage,,,,
GSE20685,REACTOME_APOPTOSIS,179.0,164.0,0.9162011173184358,True,gene_coverage,,,,
GSE20685,REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION,13.0,7.0,0.5384615384615384,True,gene_coverage,,,,
GSE20685,REACTOME_ARACHIDONIC_ACID_METABOLISM,59.0,56.0,0.9491525423728814,True,gene_coverage,,,,
GSE20685,REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM,11.0,11.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,61.0,61.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS,11.0,11.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,44.0,43.0,0.9772727272727273,True,gene_coverage,,,,
GSE20685,REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM,11.0,11.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_CARNITINE_METABOLISM,14.0,13.0,0.9285714285714286,True,gene_coverage,,,,
GSE20685,REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING,22.0,22.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,75.0,69.0,0.92,True,gene_coverage,,,,
GSE20685,REACTOME_CELL_CYCLE,694.0,602.0,0.8674351585014409,True,gene_coverage,,,,
GSE20685,REACTOME_CELL_CYCLE_CHECKPOINTS,291.0,244.0,0.8384879725085911,True,gene_coverage,,,,
GSE20685,REACTOME_CELL_CYCLE_MITOTIC,561.0,480.0,0.8556149732620321,True,gene_coverage,,,,
GSE20685,REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,18.0,17.0,0.9444444444444444,True,gene_coverage,,,,
GSE20685,REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,50.0,50.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_COBALAMIN_CBL_METABOLISM,7.0,6.0,0.8571428571428571,True,gene_coverage,,,,
GSE20685,REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM,22.0,18.0,0.8181818181818182,True,gene_coverage,,,,
GSE20685,REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,67.0,67.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,44.0,44.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_COLLAGEN_DEGRADATION,64.0,64.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_COLLAGEN_FORMATION,90.0,90.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,83.0,81.0,0.9759036144578314,True,gene_coverage,,,,
GSE20685,REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2,11.0,11.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_CREATINE_METABOLISM,11.0,9.0,0.8181818181818182,True,gene_coverage,,,,
GSE20685,REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS,18.0,18.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,789.0,730.0,0.9252217997465145,True,gene_coverage,,,,
GSE20685,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,82.0,77.0,0.9390243902439024,True,gene_coverage,,,,
GSE20685,REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS,25.0,25.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM,8.0,8.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM,14.0,12.0,0.8571428571428571,True,gene_coverage,,,,
GSE20685,REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM,22.0,20.0,0.9090909090909091,True,gene_coverage,,,,
GSE20685,REACTOME_DEFECTS_OF_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,8.0,7.0,0.875,True,gene_coverage,,,,
GSE20685,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,140.0,138.0,0.9857142857142858,True,gene_coverage,,,,
GSE20685,REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION,7.0,7.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,41.0,41.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM,10.0,8.0,0.8,True,gene_coverage,,,,
GSE20685,REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM,34.0,31.0,0.9117647058823529,True,gene_coverage,,,,
GSE20685,REACTOME_DISEASES_OF_DNA_REPAIR,51.0,46.0,0.9019607843137255,True,gene_coverage,,,,
GSE20685,REACTOME_DISEASES_OF_IMMUNE_SYSTEM,32.0,32.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_DISEASES_OF_METABOLISM,250.0,233.0,0.932,True,gene_coverage,,,,
GSE20685,REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR,5.0,4.0,0.8,False,gene_coverage,,,,
GSE20685,REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE,38.0,37.0,0.9736842105263158,True,gene_coverage,,,,
GSE20685,REACTOME_DNA_REPAIR,332.0,267.0,0.8042168674698795,True,gene_coverage,,,,
GSE20685,REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING,13.0,13.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING,29.0,29.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING,9.0,9.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,81.0,76.0,0.9382716049382716,True,gene_coverage,,,,
GSE20685,REACTOME_ENHANCED_BINDING_OF_GP1BA_VARIANT_TO_VWF_MULTIMER_COLLAGEN,7.0,6.0,0.8571428571428571,True,gene_coverage,,,,
GSE20685,REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING,13.0,13.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_ERBB2_REGULATES_CELL_MOTILITY,15.0,14.0,0.9333333333333333,True,gene_coverage,,,,
GSE20685,REACTOME_ERK_MAPK_TARGETS,22.0,22.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K,12.0,12.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_ESTROGEN_BIOSYNTHESIS,6.0,5.0,0.8333333333333334,True,gene_coverage,,,,
GSE20685,REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,149.0,89.0,0.5973154362416108,True,gene_coverage,,,,
GSE20685,REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING,24.0,23.0,0.9583333333333334,True,gene_coverage,,,,
GSE20685,REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ,6.0,6.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_EVASION_BY_RSV_OF_HOST_INTERFERON_RESPONSES,35.0,30.0,0.8571428571428571,True,gene_coverage,,,,
GSE20685,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,300.0,294.0,0.98,True,gene_coverage,,,,
GSE20685,REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,75.0,74.0,0.9866666666666667,True,gene_coverage,,,,
GSE20685,REACTOME_FATTY_ACIDS,15.0,14.0,0.9333333333333333,True,gene_coverage,,,,
GSE20685,REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION,8.0,8.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_FATTY_ACID_METABOLISM,176.0,162.0,0.9204545454545454,True,gene_coverage,,,,
GSE20685,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,37.0,34.0,0.918918918918919,True,gene_coverage,,,,
GSE20685,REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,87.0,35.0,0.40229885057471265,True,gene_coverage,,,,
GSE20685,REACTOME_FICOLINS_BIND_TO_REPETITIVE_CARBOHYDRATE_STRUCTURES_ON_THE_TARGET_CELL_SURFACE,5.0,5.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES,17.0,17.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,30.0,29.0,0.9666666666666667,True,gene_coverage,,,,
GSE20685,REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION,11.0,11.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_FREE_FATTY_ACID_RECEPTORS,5.0,4.0,0.8,False,gene_coverage,,,,
GSE20685,REACTOME_FRUCTOSE_METABOLISM,7.0,7.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER,25.0,25.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,18.0,18.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,84.0,82.0,0.9761904761904762,True,gene_coverage,,,,
GSE20685,REACTOME_GLUCOSE_METABOLISM,85.0,82.0,0.9647058823529412,True,gene_coverage,,,,
GSE20685,REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM,14.0,12.0,0.8571428571428571,True,gene_coverage,,,,
GSE20685,REACTOME_GLYCOGEN_METABOLISM,25.0,24.0,0.96,True,gene_coverage,,,,
GSE20685,REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,126.0,124.0,0.9841269841269841,True,gene_coverage,,,,
GSE20685,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,58.0,52.0,0.896551724137931,True,gene_coverage,,,,
GSE20685,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,19.0,18.0,0.9473684210526315,True,gene_coverage,,,,
GSE20685,REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING,16.0,16.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,15.0,15.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING,5.0,5.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,25.0,25.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,70.0,64.0,0.9142857142857143,True,gene_coverage,,,,
GSE20685,REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,57.0,56.0,0.9824561403508771,True,gene_coverage,,,,
GSE20685,REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE,43.0,40.0,0.9302325581395349,True,gene_coverage,,,,
GSE20685,REACTOME_HYALURONAN_METABOLISM,17.0,17.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_IFNG_SIGNALING_ACTIVATES_MAPKS,8.0,8.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS,17.0,16.0,0.9411764705882353,True,gene_coverage,,,,
GSE20685,REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,21.0,20.0,0.9523809523809523,True,gene_coverage,,,,
GSE20685,REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS,9.0,8.0,0.8888888888888888,True,gene_coverage,,,,
GSE20685,REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL,15.0,15.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_INNATE_IMMUNE_SYSTEM,1128.0,984.0,0.8723404255319149,True,gene_coverage,,,,
GSE20685,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,48.0,48.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,108.0,107.0,0.9907407407407407,True,gene_coverage,,,,
GSE20685,REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS,37.0,36.0,0.972972972972973,True,gene_coverage,,,,
GSE20685,REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,37.0,36.0,0.972972972972973,True,gene_coverage,,,,
GSE20685,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,78.0,75.0,0.9615384615384616,True,gene_coverage,,,,
GSE20685,REACTOME_INTERFERON_GAMMA_SIGNALING,98.0,89.0,0.9081632653061225,True,gene_coverage,,,,
GSE20685,REACTOME_INTERFERON_SIGNALING,273.0,247.0,0.9047619047619048,True,gene_coverage,,,,
GSE20685,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,55.0,52.0,0.9454545454545454,True,gene_coverage,,,,
GSE20685,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,36.0,35.0,0.9722222222222222,True,gene_coverage,,,,
GSE20685,REACTOME_KETONE_BODY_METABOLISM,10.0,10.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_LINOLEIC_ACID_LA_METABOLISM,8.0,6.0,0.75,True,gene_coverage,,,,
GSE20685,REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS,20.0,19.0,0.95,True,gene_coverage,,,,
GSE20685,REACTOME_MAP2K_AND_MAPK_ACTIVATION,40.0,39.0,0.975,True,gene_coverage,,,,
GSE20685,REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION,16.0,16.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_MAPK1_ERK2_ACTIVATION,9.0,9.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_MAPK3_ERK1_ACTIVATION,10.0,10.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_MAPK6_MAPK4_SIGNALING,93.0,86.0,0.9247311827956989,True,gene_coverage,,,,
GSE20685,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,327.0,314.0,0.9602446483180428,True,gene_coverage,,,,
GSE20685,REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,31.0,31.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION,10.0,10.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES,18.0,18.0,1.0,True,gene_coverage,,,,
GSE20685,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,366.0,325.0,0.8879781420765027,True,gene_coverage,,,,
GSE20685,REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS,17.0,16.0,0.9411764705882353,True,gene_coverage,,,,
GSE20685,REACTOME_METABOLISM_OF_CARBOHYDRATES,288.0,280.0,0.9722222222222222,True,gene_coverage,,,,
GSE20685,REACTOME_METABOLISM_OF_COFACTORS,25.0,25.0,1.0,True,gene_coverage,,,,
